tweet_id,favorite_count,retweet_count
805520635690676224,6169,1820
805487436403003392,9429,2799
805207613751304193,8391,1885
804738756058218496,14785,4255
804475857670639616,6614,2220
804413760345620481,0,3560
804026241225523202,48023,17924
803773340896923648,10815,3059
803692223237865472,0,8204
803638050916102144,11821,4573
803380650405482500,8344,2054
803321560782307329,0,5878
803276597545603072,10788,2732
802952499103731712,9721,2220
802624713319034886,0,3238
802600418706604034,7663,1626
802572683846291456,9621,2766
802323869084381190,17495,6456
802265048156610565,7110,1507
802239329049477120,9783,2878
802185808107208704,0,294
801958328846974976,8316,1886
801854953262350336,1893,259
801538201127157760,8831,2275
801285448605831168,6526,919
801167903437357056,26386,6573
801127390143516673,0,4392
801115127852503040,8712,2313
800859414831898624,743,107
800855607700029440,0,1804
800751577355128832,11302,3069
800513324630806528,14140,3327
800459316964663297,10191,2393
800443802682937345,0,4772
800388270626521089,12015,3102
800188575492947969,0,4356
800141422401830912,16486,2836
800018252395122689,30575,14572
799774291445383169,0,5183
799757965289017345,9059,2393
799422933579902976,8664,2118
799308762079035393,0,6123
799297110730567681,10683,3066
799063482566066176,8730,2726
798933969379225600,14187,4956
798925684722855936,8006,1590
798705661114773508,0,7305
798701998996647937,0,8635
798697898615730177,0,7198
798694562394996736,0,5486
798686750113755136,0,2574
798682547630837760,0,5225
798673117451325440,0,6135
798665375516884993,0,4302
798644042770751489,0,2047
798628517273620480,0,2174
798585098161549313,0,6308
798576900688019456,0,6488
798340744599797760,0,3719
798209839306514432,11188,2831
797971864723324932,12558,3472
797545162159308800,15624,5373
797236660651966464,21558,7338
797165961484890113,248,29
796904159865868288,0,9834
796865951799083009,8277,2106
796759840936919040,12793,3381
796563435802726400,0,8075
796484825502875648,8165,1949
796387464403357696,11859,4610
796177847564038144,0,15832
796149749086875649,34879,15832
796125600683540480,5320,1973
796116448414461957,9798,2680
796080075804475393,9117,2569
796031486298386433,11641,4078
795464331001561088,53703,26356
795400264262053889,10892,3170
795076730285391872,17498,6004
794983741416415232,0,3729
794926597468000259,11081,2557
794355576146903043,0,11372
794332329137291264,10314,2929
794205286408003585,9905,3658
793962221541933056,18141,5411
793845145112371200,9912,2077
793614319594401792,0,3448
793601777308463104,8594,1812
793500921481273345,11523,2635
793286476301799424,26544,10180
793271401113350145,9317,2619
793256262322548741,21536,9225
793241302385262592,11342,3626
793226087023144960,10610,3166
793210959003287553,9628,3114
793195938047070209,16453,6222
793180763617361921,7453,2201
793165685325201412,10132,3081
793150605191548928,6644,1888
793135492858580992,6967,2764
793120401413079041,13686,4328
792913359805018113,15450,4441
792883833364439040,12204,4728
792773781206999040,7915,1860
792394556390137856,14514,4742
792050063153438720,7737,1987
791821351946420224,0,23247
791784077045166082,0,10658
791780927877898241,0,4203
791774931465953280,48648,24536
791672322847637504,12666,3448
791406955684368384,14149,4553
791312159183634433,9462,2813
791026214425268224,0,4554
790987426131050500,10664,2363
790946055508652032,17897,5189
790723298204217344,0,2561
790698755171364864,8830,2105
790581949425475584,22276,7936
790337589677002753,8431,2063
790277117346975746,13510,3525
790227638568808452,0,3949
789986466051088384,9964,2561
789960241177853952,0,4584
789903600034189313,11205,4561
789628658055020548,8100,1970
789599242079838210,7294,2141
789530877013393408,12675,3729
789314372632018944,9264,2548
789280767834746880,0,5468
789268448748703744,9813,2848
789137962068021249,10450,3089
788908386943430656,29501,13682
788765914992902144,29540,11372
788552643979468800,0,7952
788412144018661376,16798,5857
788178268662984705,7793,2338
788150585577050112,6631,1439
788070120937619456,0,3777
788039637453406209,6616,1463
787810552592695296,9349,3368
787717603741622272,10997,3076
787397959788929025,11672,3130
787322443945877504,8391,1923
787111942498508800,0,7403
786963064373534720,28608,8824
786729988674449408,0,2664
786709082849828864,19563,6718
786664955043049472,11484,2831
786595970293370880,10120,3417
786363235746385920,11738,3871
786286427768250368,8582,3157
786233965241827333,16474,5266
786051337297522688,1550,169
786036967502913536,0,7793
785927819176054784,12222,3486
785872687017132033,7186,2017
785639753186217984,8401,2450
785533386513321988,9799,2214
785515384317313025,6548,1386
785264754247995392,7805,1804
785170936622350336,13018,5359
784826020293709826,10896,3560
784517518371221505,9652,2793
784431430411685888,6125,1414
784183165795655680,21618,8889
784057939640352768,32138,12288
783839966405230592,32286,11911
783821107061198850,7915,2163
783695101801398276,11229,3550
783466772167098368,9076,2481
783391753726550016,18127,6070
783347506784731136,0,6168
783334639985389568,31403,12917
783085703974514689,8746,2445
782969140009107456,25900,8095
782747134529531904,8024,1537
782722598790725632,18540,5941
782598640137187329,8350,2061
782305867769217024,17902,6137
782021823840026624,0,6867
781955203444699136,11933,3698
781661882474196992,11218,2980
781655249211752448,4296,1236
781524693396357120,22277,6099
781308096455073793,7651,2796
781251288990355457,9062,2311
781163403222056960,10479,3002
780931614150983680,23216,8075
780858289093574656,7724,2193
780800785462489090,5918,1428
780601303617732608,12966,3659
780543529827336192,6761,1907
780496263422808064,0,4080
780476555013349377,0,128
780459368902959104,5675,1175
780192070812196864,9343,2459
780092040432480260,0,2526
780074436359819264,13144,5496
779834332596887552,20379,7793
779377524342161408,9460,3419
779124354206535695,0,20240
779123168116150273,12662,3997
779056095788752897,15874,4966
778990705243029504,21499,7992
778774459159379968,0,10946
778764940568104960,920,403
778748913645780993,7404,1466
778650543019483137,6193,1639
778624900596654080,4995,1114
778408200802557953,14630,4777
778396591732486144,0,13451
778383385161035776,6252,1211
778286810187399168,11147,3633
778039087836069888,9091,2890
778027034220126208,7028,1780
777953400541634568,0,3868
777885040357281792,6814,1808
777684233540206592,12039,3238
777641927919427584,0,4665
777621514455814149,9402,2735
777189768882946048,15337,4754
776819012571455488,0,15092
776813020089548800,5226,1327
776477788987613185,9481,3077
776249906839351296,0,10048
776218204058357768,32140,17521
776201521193218049,10275,2766
776113305656188928,12586,4772
776088319444877312,1967,166
775898661951791106,0,18017
775842724423557120,12548,2939
775733305207554048,14818,4392
775729183532220416,13834,5010
775364825476165632,7961,3261
775350846108426240,10863,4284
775085132600442880,16641,5183
774757898236878852,9136,1939
774639387460112384,7191,1904
774314403806253056,23289,6123
773985732834758656,11500,4253
773922284943896577,6841,1897
773704687002451968,7068,1794
773670353721753600,5688,1419
773547596996571136,23607,6745
773336787167145985,0,5574
773308824254029826,24848,8180
773247561583001600,10076,3513
773191612633579521,10683,4500
772877495989305348,9173,4236
772826264096874500,8530,2545
772615324260794368,0,3692
772581559778025472,6923,1846
772193107915964416,6417,1512
772152991789019136,4042,1227
772117678702071809,4009,804
772114945936949249,2898,516
772102971039580160,4287,1011
771908950375665664,7033,2076
771770456517009408,12827,3719
771500966810099713,8845,2870
771380798096281600,11247,5574
771171053431250945,0,8275
771136648247640064,9823,3201
771102124360998913,6657,1567
771014301343748096,7344,1808
771004394259247104,0,240
770787852854652928,5303,1335
770772759874076672,5554,1544
770655142660169732,7821,1899
770414278348247044,6720,2252
770293558247038976,6663,1627
770093767776997377,0,3318
770069151037685760,8100,2517
769940425801170949,33606,10558
769695466921623552,6819,1813
769335591808995329,0,8396
769212283578875904,5760,1871
768970937022709760,15392,7143
768909767477751808,0,2951
768855141948723200,4481,970
768609597686943744,4394,1326
768596291618299904,5361,1392
768554158521745409,0,6358
768473857036525572,14550,3740
768193404517830656,11642,3868
767884188863397888,5070,1534
767754930266464257,17122,5878
767500508068192258,7996,2546
767191397493538821,13102,4157
767122157629476866,10802,3112
766864461642756096,0,6176
766793450729734144,5422,1481
766714921925144576,2783,422
766693177336135680,4310,862
766423258543644672,6430,1741
766313316352462849,7241,2052
766078092750233600,0,2833
766069199026450432,4576,943
766008592277377025,3995,537
765719909049503744,7728,2349
765669560888528897,5545,1329
765395769549590528,28149,3700
765371061932261376,7571,2351
765222098633691136,12391,3692
764857477905154048,6851,1930
764259802650378240,6457,1657
763956972077010945,788,59
763837565564780549,13465,4554
763183847194451968,5759,1607
763167063695355904,0,3291
763103485927849985,7845,2485
762699858130116608,12974,3949
762471784394268675,12026,7058
762464539388485633,11016,4584
762316489655476224,5134,1229
762035686371364864,34119,16988
761976711479193600,5757,2199
761750502866649088,0,4297
761745352076779520,4532,937
761672994376806400,52776,31617
761599872357261312,4398,1281
761371037149827077,0,19539
761334018830917632,5548,1581
761292947749015552,4758,1198
761227390836215808,5666,1695
761004547850530816,12040,3777
760893934457552897,4074,1059
760656994973933572,7042,2097
760641137271070720,5273,1405
760539183865880579,8065,3945
760521673607086080,4502,1520
760290219849637889,28546,12495
760252756032651264,4194,942
760190180481531904,6078,1971
760153949710192640,0,34
759943073749200896,6321,2276
759923798737051648,15629,6176
759846353224826880,7161,2155
759793422261743616,6344,2068
759566828574212096,0,22986
759557299618865152,5005,1272
759447681597108224,9033,2664
759446261539934208,1778,530
759197388317847553,6450,2115
759159934323924993,0,1270
759099523532779520,15483,4539
759047813560868866,6936,2191
758854675097526272,3776,970
758828659922702336,11892,4167
758740312047005698,6092,1745
758474966123810816,4068,1078
758467244762497024,5108,2423
758405701903519748,5529,2097
758355060040593408,3659,1181
758099635764359168,20429,10946
758041019896193024,2878,407
757741869644341248,7326,3539
757729163776290825,0,8806
757725642876129280,4831,1323
757611664640446465,4846,1213
757597904299253760,0,317
757596066325864448,4617,1150
757400162377592832,16108,7424
757393109802180609,6207,1899
757354760399941633,4802,1547
756998049151549440,6663,2158
756939218950160384,7073,2181
756651752796094464,5395,1428
756526248105566208,11062,3927
756303284449767430,4200,1179
756288534030475264,45476,18995
756275833623502848,6844,1653
755955933503782912,7809,3141
755206590534418437,17486,5842
755110668769038337,22571,12027
754874841593970688,0,8706
754856583969079297,7313,2746
754747087846248448,2740,568
754482103782404096,5646,2117
754449512966619136,3977,797
754120377874386944,8322,2539
753655901052166144,6215,2363
753420520834629632,8415,3870
753398408988139520,6151,2082
753375668877008896,8113,2526
753298634498793472,0,6260
753294487569522689,3614,1127
753039830821511168,39419,22730
753026973505581056,4135,1057
752932432744185856,13398,7403
752917284578922496,7318,1709
752701944171524096,0,3134
752682090207055872,6362,1743
752660715232722944,4685,1714
752568224206688256,5880,2479
752519690950500352,7835,3739
752334515931054080,4055,1192
752309394570878976,0,18104
752173152931807232,6318,2005
751950017322246144,3268,1011
751937170840121344,5537,1460
751830394383790080,6152,2123
751793661361422336,6218,3161
751598357617971201,8384,3299
751583847268179968,4682,1211
751538714308972544,5345,1378
751456908746354688,3393,1081
751251247299190784,13262,6364
751205363882532864,6694,1981
751132876104687617,5392,1413
750868782890057730,5072,1506
750719632563142656,14009,5468
750506206503038976,4709,1246
750429297815552001,13978,4665
750383411068534784,4821,1229
750381685133418496,732,32
750147208377409536,3281,1048
750132105863102464,3852,1376
750117059602808832,4594,1408
750101899009982464,3228,911
750086836815486976,2304,591
750071704093859840,8346,3617
750056684286914561,3327,971
750041628174217216,3367,672
750026558547456000,2880,856
750011400160841729,3441,985
749996283729883136,3217,875
749981277374128128,5422,2653
749774190421639168,4924,1417
749417653287129088,6463,1806
749403093750648834,2789,591
749395845976588288,9122,3752
749317047558017024,5810,2400
749075273010798592,6111,2237
749064354620928000,5073,1631
749036806121881602,3283,843
748977405889503236,11345,3676
748932637671223296,6193,2447
748705597323898880,2927,1025
748699167502000129,5016,1728
748692773788876800,4491,1439
748575535303884801,6425,2155
748568946752774144,2307,727
748346686624440324,5536,1340
748337862848962560,8146,4459
748324050481647620,3920,828
748307329658011649,3879,772
748220828303695873,14955,8409
747963614829678593,6119,2319
747933425676525569,7010,2759
747885874273214464,3123,1063
747844099428986880,2968,811
747816857231626240,5134,1254
747651430853525504,1458,170
747648653817413632,13633,6312
747600769478692864,2452,592
747594051852075008,3907,1135
747512671126323200,5872,1711
747461612269887489,4090,1115
747439450712596480,5735,2075
747242308580548608,0,3107
747219827526344708,5576,1707
747204161125646336,3573,993
747103485104099331,10121,4307
746906459439529985,3052,318
746872823977771008,6337,2316
746818907684614144,5600,1858
746790600704425984,5158,1712
746757706116112384,10108,4203
746726898085036033,6384,1930
746542875601690625,5322,2010
746521445350707200,0,1058
746507379341139972,4894,1166
746369468511756288,6517,1772
746131877086527488,7298,2372
746056683365994496,3752,878
745789745784041472,4259,1148
745712589599014916,7384,2501
745433870967832576,7496,2734
745422732645535745,9052,2617
745314880350101504,7571,2986
745074613265149952,8275,3800
745057283344719872,7638,2450
744995568523612160,3143,671
744971049620602880,8328,2899
744709971296780288,5908,1675
744334592493166593,7145,2302
744234799360020481,165021,84189
744223424764059648,1788,401
743980027717509120,4386,1169
743895849529389061,3841,1029
743835915802583040,0,2249
743609206067040256,4729,1483
743595368194129920,19499,7065
743545585370791937,3715,1005
743510151680958465,8334,3969
743253157753532416,4469,1307
743222593470234624,6545,2050
743210557239623680,4048,1464
742534281772302336,7428,3820
742528092657332225,4677,2142
742465774154047488,7663,4178
742423170473463808,10377,4080
742385895052087300,7168,2140
742161199639494656,4573,1473
742150209887731712,5419,1673
741793263812808706,4807,1623
741743634094141440,8624,2972
741438259667034112,3870,896
741303864243200000,9249,3479
741099773336379392,10592,5959
741067306818797568,9959,3318
740995100998766593,6741,2973
740711788199743490,3589,1002
740699697422163968,2983,842
740676976021798912,19132,7305
740373189193256964,36647,14288
740365076218183684,2609,469
740359016048689152,3476,917
740214038584557568,7052,2110
739979191639244800,21031,6358
739932936087216128,4273,1157
739844404073074688,3991,916
739623569819336705,4011,1456
739606147276148736,5675,1778
739544079319588864,41810,22986
739485634323156992,7578,3161
739238157791694849,122011,62357
738891149612572673,113,6
738885046782832640,3968,1223
738883359779196928,3520,871
738537504001953792,5366,1673
738402415918125056,3436,908
738184450748633089,4537,1297
738166403467907072,9273,3656
738156290900254721,2674,704
737826014890496000,5547,1890
737800304142471168,10511,3715
737678689543020544,5310,1431
737445876994609152,10845,4790
737322739594330112,3803,870
737310737551491075,15456,7948
736736130620620800,4547,1863
736392552031657984,18694,7952
736365877722001409,4198,1345
736225175608430592,8557,2970
736010884653420544,8319,3192
735991953473572864,3787,1231
735648611367784448,4224,1177
735635087207878657,6506,2524
735274964362878976,13677,5443
735256018284875776,3513,950
735137028879360001,3296,1038
734912297295085568,2880,552
734787690684657664,13202,6758
